"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Audioslave","Original Fire","No",FALSE,0.633,0.95,9,-2.835,"1",0.051,0.0103,0.075,0.376,0.7,124.185,"4",218.987,2,79,2006,FALSE,FALSE,TRUE,FALSE
"REO Speedwagon","Live Every Moment","No",FALSE,0.514,0.872,9,-8.705,"1",0.0284,0.033,0.000285,0.424,0.949,156.836,"4",298.707,11,34,1985,FALSE,FALSE,TRUE,FALSE
"REO Speedwagon","Love Is A Rock","No",FALSE,0.556,0.83,0,-8.986,"1",0.039,0.209,0,0.239,0.428,106.029,"4",333.373,6,65,1990,FALSE,FALSE,FALSE,TRUE
"Rick Astley","Hopelessly","No",FALSE,0.547,0.457,8,-9.872,"1",0.0293,0.46,0,0.122,0.298,150.001,"4",215.133,20,28,1993,TRUE,FALSE,TRUE,TRUE
"Dead Or Alive","Brand New Lover","No",FALSE,0.568,0.921,6,-9.757,"1",0.0473,0.00527,0.000239,0.308,0.911,119.799,"4",318.827,22,15,1986,TRUE,TRUE,FALSE,TRUE
"Dead Or Alive","Something In My House","No",FALSE,0.67,0.886,0,-10.967,"1",0.0637,0.00209,0.0496,0.27,0.941,130.052,"4",439.2,6,85,1987,FALSE,TRUE,FALSE,FALSE
"Tim McGraw","Where The Green Grass Grows","No",FALSE,0.479,0.698,7,-7.914,"1",0.0277,0.198,0,0.126,0.673,159.699,"4",201.6,4,79,1998,FALSE,FALSE,FALSE,TRUE
"Tim McGraw","For A Little While","No",FALSE,0.554,0.815,7,-7.954,"1",0.0256,0.133,0,0.0778,0.618,99.333,"4",213.893,15,37,1998,TRUE,FALSE,FALSE,TRUE
"Tim McGraw","One Of These Days","No",FALSE,0.478,0.267,3,-12.184,"1",0.0305,0.88,0.00016999999999999,0.197,0.289,71.334,"4",281.96,10,74,1998,FALSE,TRUE,TRUE,FALSE
"Tim McGraw","I Like It, I Love It","No",FALSE,0.643,0.961,0,-5.298,"1",0.0315,0.0196,0,0.948,0.96,124.027,"4",205.707,20,25,1995,TRUE,FALSE,TRUE,TRUE
"Tim McGraw","The Cowboy In Me","No",FALSE,0.488,0.569,2,-7.323,"1",0.0294,0.076,1.06e-06,0.0796,0.153,71.92,"4",244.507,20,33,2002,TRUE,TRUE,FALSE,FALSE
"Tim McGraw","Unbroken","No",FALSE,0.595,0.792,1,-6.979,"0",0.0286,0.0865,0,0.0769,0.536,119.8,"4",241.427,20,26,2002,FALSE,FALSE,TRUE,TRUE
"Tim McGraw","Angry All The Time","No",FALSE,0.545,0.498,2,-7.286,"1",0.0266,0.195,0,0.169,0.363,127.604,"4",270.107,20,38,2001,FALSE,FALSE,TRUE,TRUE
"Tim McGraw","Grown Men Don't Cry","No",FALSE,0.657,0.513,10,-8.514,"1",0.024,0.199,0,0.0994,0.56,101.815,"4",235.76,20,25,2001,TRUE,TRUE,TRUE,FALSE
"Tim McGraw","Can't Be Really Gone","No",FALSE,0.561,0.473,5,-9.972,"1",0.0263,0.646,3.44e-06,0.298,0.444,106.994,"4",201.133,5,87,1996,TRUE,FALSE,FALSE,FALSE
"Will Smith","Freakin' It","No",FALSE,0.873,0.833,1,-5.511,"1",0.189,0.198,0,0.237,0.927,112.001,"4",239.293,4,99,2000,TRUE,FALSE,FALSE,FALSE
"Whitney Houston","It's Not Right But It's Okay","No",FALSE,0.806,0.802,1,-7.076,"1",0.102,0.162,0.00088499999999999,0.0698,0.529,127.931,"4",292.4,20,4,1999,FALSE,TRUE,TRUE,FALSE
"Whitney Houston","My Love Is Your Love","No",FALSE,0.77,0.475,7,-9.512,"1",0.159,0.0557,4.81e-06,0.0607,0.474,82.511,"4",261.573,28,4,1999,TRUE,FALSE,TRUE,TRUE
"Whitney Houston","I Learned from the Best","No",FALSE,0.609,0.563,5,-6.284,"0",0.0328,0.0109,7.76e-06,0.156,0.306,148.949,"4",259.533,11,27,2000,TRUE,TRUE,FALSE,FALSE
"Simon & Garfunkel","I Am a Rock","No",FALSE,0.66,0.611,0,-10.309,"1",0.0392,0.423,1.11e-05,0.107,0.749,113.898,"4",169.52,11,3,1966,FALSE,TRUE,TRUE,FALSE
"The Packers","Hole in the Wall","No",FALSE,0.837,0.65,3,-9.535,"1",0.0588,0.227,0.474,0.341,0.537,129.906,"4",170.827,11,43,1965,TRUE,FALSE,FALSE,TRUE
"A Tribe Called Quest","Award Tour","No",FALSE,0.814,0.593,7,-9.522,"1",0.256,0.00345,7.91e-06,0.176,0.537,97.329,"4",207.587,18,47,1993,TRUE,FALSE,FALSE,TRUE
"A Tribe Called Quest","Electric Relaxation (Relax Yourself Girl)","No",FALSE,0.882,0.399,6,-13.136,"1",0.276,0.233,0.526,0.121,0.851,98.232,"4",224.92,9,65,1994,TRUE,TRUE,FALSE,FALSE
"A Tribe Called Quest","Scenario","No",FALSE,0.807,0.629,1,-12.731,"1",0.325,0.112,0.00014099999999999,0.11,0.665,101.807,"4",250.227,15,57,1992,FALSE,TRUE,TRUE,FALSE
"The Knack","My Sharona","No",FALSE,0.491,0.971,0,-5.185,"1",0.058,0.173,0.109,0.073,0.657,147.64,"4",296.32,22,1,1979,FALSE,TRUE,TRUE,TRUE
"U2","All I Want Is You","No",FALSE,0.233,0.556,1,-7.293,"1",0.0309,0.101,0.0332,0.0709,0.423,185.677,"4",390.56,4,83,1989,FALSE,FALSE,TRUE,FALSE
"Pearl Jam","Last Kiss","No",FALSE,0.619,0.722,7,-6.414,"1",0.0275,0.416,0.000183,0.215,0.793,112.064,"4",195,21,2,1999,FALSE,TRUE,TRUE,TRUE
"Anastacia","I'm Outta Love","No",FALSE,0.761,0.717,10,-5.836,"0",0.054,0.407,0,0.114,0.685,119.437,"4",242.773,3,92,2000,FALSE,TRUE,FALSE,FALSE
"Men At Work","Who Can It Be Now?","No",FALSE,0.816,0.791,4,-4.21,"1",0.0372,0.0353,0.000345,0.17,0.963,128.521,"4",200.493,27,1,1982,TRUE,FALSE,TRUE,TRUE
"Men At Work","Down Under","No",FALSE,0.746,0.79,11,-4.7,"0",0.0257,0.0485,0.0261,0.0534,0.891,107.231,"4",220.867,25,1,1982,TRUE,TRUE,FALSE,TRUE
"Men At Work","It's a Mistake","No",FALSE,0.708,0.605,11,-4.71,"1",0.0287,0.255,2.2e-05,0.0838,0.936,106.297,"4",271.707,15,6,1983,FALSE,FALSE,TRUE,TRUE
"Men At Work","Dr. Heckyll & Mr. Jive","No",FALSE,0.437,0.81,4,-5.396,"1",0.0955,0.153,0,0.114,0.616,147.723,"4",276.893,11,28,1983,FALSE,FALSE,TRUE,TRUE
"Men At Work","Overkill","No",FALSE,0.66,0.765,1,-5.229,"0",0.0281,0.0192,0,0.136,0.566,139.455,"4",223.373,16,3,1983,FALSE,TRUE,TRUE,FALSE
"The Presidents Of The United States Of America","Peaches","No",FALSE,0.417,0.849,1,-4.199,"0",0.0481,0.0146,0.000387,0.0673,0.594,94.267,"4",171.693,14,29,1996,TRUE,TRUE,FALSE,FALSE
"Mariah Carey","Vision of Love","No",FALSE,0.256,0.464,5,-10.959,"1",0.0382,0.433,0,0.121,0.355,205.362,"3",209.293,22,1,1990,FALSE,TRUE,TRUE,TRUE
"Mariah Carey","I Don't Wanna Cry","No",FALSE,0.641,0.504,7,-12.486,"1",0.031,0.197,9.62e-05,0.288,0.275,130.786,"4",288.827,19,1,1991,FALSE,TRUE,TRUE,FALSE
"Mariah Carey","Someday","No",FALSE,0.684,0.818,1,-8.686,"0",0.0405,0.207,2.19e-06,0.0251,0.937,109.864,"4",246.107,19,1,1991,TRUE,TRUE,FALSE,FALSE
"Mariah Carey","Love Takes Time","No",FALSE,0.403,0.338,8,-12.371,"0",0.0322,0.727,0,0.0849,0.233,126.23,"4",229.227,26,1,1990,TRUE,FALSE,TRUE,TRUE
"Annie Lennox","No More ""I Love You's""","No",FALSE,0.372,0.57,3,-7.305,"1",0.0305,0.517,2.57e-06,0.141,0.234,179.907,"4",291.333,21,23,1995,TRUE,TRUE,TRUE,FALSE
"Fun Factory","Don't Go Away","No",FALSE,0.679,0.928,5,-4.234,"0",0.035,0.21,0,0.372,0.925,100.035,"4",208.16,4,93,1996,FALSE,FALSE,FALSE,TRUE
"Fun Factory","I Wanna B With U","No",FALSE,0.747,0.711,7,-8.805,"1",0.0347,0.271,0,0.0552,0.965,99.997,"4",212.867,20,45,1995,FALSE,FALSE,TRUE,TRUE
"Macy Gray","I Try","No",FALSE,0.593,0.642,2,-7.284,"1",0.0299,0.313,0.000582,0.0804,0.736,76.403,"4",239.44,27,5,2000,TRUE,TRUE,TRUE,FALSE
"Bow Wow Wow","I Want Candy","No",FALSE,0.682,0.653,7,-12.371,"1",0.0741,0.00288999999999999,0.0207,0.0784,0.66,110.044,"4",163.267,7,62,1982,FALSE,TRUE,TRUE,FALSE
"Bow Wow Wow","Do You Wanna Hold Me?","No",FALSE,0.49,0.774,8,-12.133,"1",0.0689,0.0135,0.23,0.253,0.673,139.641,"4",194.093,4,77,1983,FALSE,TRUE,FALSE,FALSE
"Kenny G","Songbird","No",FALSE,0.324,0.358,7,-14.19,"1",0.0367,0.0532,0.822,0.106,0.107,134.363,"4",303.333,22,4,1987,FALSE,TRUE,TRUE,FALSE
"Three Days Grace","Just Like You","No",FALSE,0.373,0.737,1,-5.282,"1",0.0297,9.4e-06,0,0.0696,0.565,177.9,"4",186.893,20,55,2004,FALSE,FALSE,TRUE,TRUE
"Three Days Grace","Home","No",FALSE,0.366,0.847,8,-5.216,"1",0.035,2.64e-05,0,0.228,0.606,166.17,"4",260.68,4,90,2005,TRUE,FALSE,FALSE,FALSE
"Method Man","Bring The Pain","No",FALSE,0.802,0.452,7,-15.053,"1",0.351,0.185,0,0.0994,0.243,101.736,"4",195.373,20,45,1994,TRUE,FALSE,FALSE,TRUE
"Mountain","The Animal Trainer And The Toad","No",FALSE,0.745,0.773,9,-9.244,"1",0.0287,0.411,0.000725,0.0978,0.975,117.76,"4",206.493,7,76,1971,TRUE,TRUE,FALSE,FALSE
"Mountain","Mississippi Queen","No",FALSE,0.576,0.653,9,-7.754,"1",0.0762,0.0855,0,0.0411,0.661,139.903,"4",150.733,17,21,1970,FALSE,TRUE,TRUE,FALSE
"Heart","How Can I Refuse","No",FALSE,0.664,0.569,4,-10.427,"1",0.0325,0.0182,1.41e-05,0.0951,0.705,132.59,"4",232.067,11,44,1983,FALSE,FALSE,TRUE,TRUE
"Heart","Allies","No",FALSE,0.48,0.336,10,-11.992,"1",0.0319,0.112,0,0.106,0.114,67.394,"4",281.427,4,83,1983,FALSE,FALSE,FALSE,TRUE
"R.E.M.","What's The Frequency, Kenneth?","No",FALSE,0.392,0.849,2,-7.67,"1",0.0282,0.17,0.302,0.281,0.774,94.841,"4",238.173,20,21,1994,TRUE,FALSE,TRUE,TRUE
"UB40","Red Red Wine","No",FALSE,0.82,0.445,1,-11.653,"1",0.0503,0.0115,5.39e-05,0.224,0.847,89.244,"4",317.133,40,1,1984,TRUE,TRUE,TRUE,TRUE
"The Marvelettes","Too Many Fish In The Sea","No",FALSE,0.604,0.774,5,-7.358,"1",0.046,0.393,0.000125,0.0855,0.743,90.196,"4",147.267,12,25,1964,TRUE,FALSE,FALSE,TRUE
"Betty Harris","Nearer to You","No",FALSE,0.52,0.272,2,-9.158,"0",0.0263,0.673,0.000416,0.133,0.471,144.358,"3",173.336,4,85,1967,FALSE,FALSE,TRUE,FALSE
"Betty Harris","Cry to Me","No",FALSE,0.442,0.395,9,-9.213,"1",0.0441,0.311,2.02e-05,0.148,0.34,80.099,"4",196.587,11,23,1963,FALSE,FALSE,TRUE,TRUE
"Betty Harris","His Kiss","No",FALSE,0.5,0.423,4,-9.411,"1",0.0294,0.699,2.15e-06,0.0919,0.598,151.726,"3",175.362,4,89,1964,TRUE,FALSE,FALSE,FALSE
"John Anderson","Swingin'","No",FALSE,0.655,0.751,9,-10.689,"1",0.0311,0.066,0,0.303,0.746,110.755,"4",178.19,13,43,1983,TRUE,TRUE,FALSE,FALSE
"Kate Bush","Rubberband Girl","No",FALSE,0.625,0.786,1,-9.377,"1",0.0291,0.0765,0.416,0.205,0.898,120.094,"4",282.2,6,88,1993,TRUE,FALSE,FALSE,TRUE
"Kris Kross","Jump","No",FALSE,0.749,0.745,2,-10.625,"1",0.164,0.00050099999999999,0.00403,0.333,0.481,101.972,"4",195.107,21,1,1992,FALSE,TRUE,TRUE,FALSE
"Kris Kross","Warm It Up","No",FALSE,0.865,0.778,1,-10.05,"1",0.249,0.0411,0,0.303,0.763,103.008,"4",248.333,20,13,1992,FALSE,TRUE,TRUE,TRUE
"Kris Kross","I Missed The Bus","No",FALSE,0.811,0.634,4,-10.408,"0",0.0714,0.00469,0.00943,0.224,0.273,107.915,"4",179.16,15,63,1992,TRUE,FALSE,FALSE,TRUE
"Mariah Carey","Emotions","No",FALSE,0.75,0.797,9,-6.018,"0",0.0369,0.0402,0.00028,0.0198,0.932,114.875,"4",248.973,20,1,1991,TRUE,FALSE,TRUE,TRUE
"Mariah Carey","Can't Let Go","No",FALSE,0.471,0.59,10,-9.079,"1",0.0431,0.466,0.00533,0.112,0.181,162.422,"4",266.933,20,2,1991,TRUE,FALSE,FALSE,TRUE
"Mariah Carey","Make It Happen","No",FALSE,0.802,0.579,5,-7.634,"1",0.0343,0.00867,0.0264,0.0896,0.755,107.828,"4",307.507,20,5,1992,TRUE,TRUE,TRUE,FALSE
"Mariah Carey","Dreamlover","No",FALSE,0.697,0.688,5,-6.937,"1",0.0356,0.182,0,0.18,0.751,100.658,"4",234.267,29,1,1993,TRUE,FALSE,TRUE,TRUE
"Mariah Carey","Hero","No",FALSE,0.524,0.391,4,-9.285,"1",0.0291,0.732,0,0.11,0.201,119.923,"4",257.973,30,1,1993,TRUE,TRUE,FALSE,TRUE
"Mariah Carey","Anytime You Need a Friend","No",FALSE,0.574,0.558,9,-8.043,"0",0.0319,0.495,8.53e-06,0.0587,0.308,136.107,"4",266.067,21,12,1994,FALSE,TRUE,TRUE,TRUE
"Mariah Carey","Fantasy","No",FALSE,0.652,0.741,7,-7.394,"1",0.0386,0.109,0,0.105,0.818,102.35,"4",244.107,25,1,1995,TRUE,FALSE,TRUE,TRUE
"Mariah Carey","Always Be My Baby","No",FALSE,0.647,0.531,4,-8.332,"1",0.0361,0.484,0,0.0958,0.487,78.949,"4",257.867,32,1,1996,FALSE,TRUE,TRUE,TRUE
"Mariah Carey","I Still Believe","No",FALSE,0.362,0.5,7,-8.395,"1",0.0386,0.162,0,0.0971,0.176,103.729,"1",234.427,20,4,1999,TRUE,TRUE,FALSE,FALSE
"Babyface","Whip Appeal","No",FALSE,0.683,0.701,1,-7.756,"1",0.0471,0.0478,0,0.67,0.684,114.252,"3",278.267,18,6,1990,TRUE,TRUE,FALSE,FALSE
"Babyface","For The Cool In You","No",FALSE,0.668,0.77,6,-7.661,"0",0.0447,0.142,0.515,0.0585,0.611,92.079,"4",293.733,9,81,1993,FALSE,FALSE,TRUE,TRUE
"Babyface","Never Keeping Secrets","No",FALSE,0.693,0.648,11,-6.411,"0",0.0248,0.0949,0,0.14,0.319,113.117,"4",293.267,23,15,1993,TRUE,FALSE,FALSE,TRUE
"Babyface","And Our Feelings","No",FALSE,0.741,0.592,4,-7.819,"1",0.0298,0.138,0,0.224,0.27,128.137,"4",342.36,20,21,1994,TRUE,TRUE,TRUE,FALSE
"Babyface","When Can I See You","No",FALSE,0.754,0.472,8,-11.787,"1",0.0807,0.257,2.09e-05,0.121,0.613,169.199,"4",229.6,36,4,1994,TRUE,TRUE,TRUE,TRUE
"System Of A Down","B.Y.O.B.","No",TRUE,0.556,0.981,1,-2.688,"0",0.128,0.00662,0,0.218,0.716,101.423,"4",255.467,20,27,2005,FALSE,TRUE,TRUE,FALSE
"Jennifer Lopez","Love Don't Cost a Thing","No",FALSE,0.786,0.842,4,-5.115,"0",0.0707,0.00305,3.54e-06,0.473,0.685,97.577,"4",221.227,21,3,2000,TRUE,TRUE,FALSE,TRUE
"Jennifer Lopez","Play","No",TRUE,0.775,0.729,1,-4.229,"0",0.162,0.0303,0.00247,0.0361,0.895,104.719,"4",211.493,20,18,2001,FALSE,TRUE,TRUE,FALSE
"Backstreet Boys","Quit Playing Games (With My Heart)","No",FALSE,0.8,0.875,11,-4.952,"0",0.0338,0.0615,2.79e-06,0.13,0.882,100.033,"4",233.533,43,2,1997,TRUE,TRUE,TRUE,TRUE
"Backstreet Boys","All I Have to Give","No",FALSE,0.731,0.574,1,-7.114,"1",0.029,0.0644,0,0.0675,0.392,95.995,"4",276.573,21,5,1999,TRUE,TRUE,FALSE,FALSE
"Backstreet Boys","I'll Never Break Your Heart","No",FALSE,0.519,0.589,7,-6.005,"0",0.029,0.0885,0,0.153,0.341,161.992,"3",287.507,2,35,1998,FALSE,FALSE,FALSE,TRUE
"KRS-One","Sound of da Police","No",FALSE,0.794,0.95,1,-8.78,"1",0.294,0.124,7.71e-05,0.133,0.324,94.984,"4",258.507,6,89,1994,TRUE,FALSE,FALSE,FALSE
"Gloria Estefan","Seal Our Fate","No",FALSE,0.752,0.931,1,-7.163,"1",0.0527,0.117,0,0.364,0.937,132.954,"4",263.36,7,53,1991,FALSE,TRUE,FALSE,FALSE
"Gloria Estefan","Can't Forget You","No",FALSE,0.565,0.426,2,-10.705,"1",0.0343,0.339,0,0.365,0.28,142.179,"4",254.173,13,43,1991,FALSE,TRUE,TRUE,FALSE
"Gloria Estefan","Live For Loving You","No",FALSE,0.728,0.613,7,-12.704,"1",0.0369,0.093,0.00419,0.0448,0.521,114.926,"4",276.893,20,22,1991,TRUE,FALSE,FALSE,TRUE
"Clay Aiken","This Is The Night","No",FALSE,0.528,0.56,11,-8.296,"1",0.0268,0.151,1.28e-06,0.3,0.372,99.037,"4",212.2,16,1,2003,FALSE,TRUE,TRUE,TRUE
"Shannon","Let The Music Play","No",FALSE,0.603,0.831,10,-9.322,"0",0.0669,0.00411,0.199,0.419,0.73,114.79,"4",366.533,24,8,1983,TRUE,TRUE,FALSE,TRUE
"Wild Cherry","Play That Funky Music","No",FALSE,0.805,0.708,4,-10.886,"0",0.0795,0.0366,0,0.0462,0.865,109.358,"4",299.2,25,1,1976,FALSE,TRUE,TRUE,TRUE
"Sarah Dash","Sinner Man","No",FALSE,0.765,0.698,6,-11.308,"1",0.0462,0.00159,0.00168999999999999,0.0637,0.903,123.175,"4",338.973,4,71,1979,TRUE,FALSE,FALSE,FALSE
"The Kinleys","Somebody's Out There Watching","No",FALSE,0.606,0.805,7,-5.451,"1",0.0318,0.125,0,0.351,0.44,81.488,"4",215.64,9,64,1999,TRUE,FALSE,FALSE,FALSE
"M People","Moving On Up","No",FALSE,0.851,0.851,0,-6.967,"0",0.0334,0.0212,0.13,0.16,0.897,125.057,"4",328.907,16,34,1994,FALSE,TRUE,TRUE,FALSE
"Skrillex","Scary Monsters and Nice Sprites","No",FALSE,0.523,0.944,7,-3.581,"0",0.0837,0.00336,0.557,0.119,0.324,139.997,"4",243.354,14,69,2012,TRUE,TRUE,FALSE,FALSE
"Fuel","Hemorrhage (In My Hands)","No",FALSE,0.301,0.823,1,-4.072,"1",0.0433,0.000144,0.000309,0.0833,0.372,152.017,"4",236.867,22,30,2000,TRUE,FALSE,FALSE,TRUE
"Fuel","Bad Day","No",FALSE,0.291,0.735,9,-4.767,"1",0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,"4",195.467,20,64,2001,FALSE,FALSE,TRUE,TRUE
"LFO","Summer Girls","No",FALSE,0.814,0.808,7,-5.034,"1",0.155,0.161,0,0.0616,0.738,99.816,"4",257.333,17,3,1999,FALSE,FALSE,TRUE,TRUE
"LFO","Girl On TV","No",FALSE,0.688,0.716,4,-4.001,"0",0.0297,0.131,0,0.134,0.352,96.043,"4",247.6,17,10,1999,TRUE,FALSE,FALSE,TRUE
"LFO","I Don't Wanna Kiss You Goodnight","No",FALSE,0.612,0.758,0,-4.123,"1",0.0314,0.309,0,0.0949,0.579,128.015,"4",245.36,5,61,2000,FALSE,TRUE,FALSE,FALSE
"LFO","West Side Story","No",FALSE,0.691,0.792,9,-3.884,"1",0.0509,0.0961,0,0.392,0.302,100.057,"4",208.16,4,84,2000,FALSE,FALSE,TRUE,FALSE
"Joan Jett & The Blackhearts","Good Music","No",FALSE,0.703,0.712,0,-10.927,"1",0.0323,0.189,1.63e-06,0.0955,0.889,116.606,"4",345,6,83,1986,FALSE,FALSE,FALSE,TRUE
"Whitesnake","Now You're Gone","No",FALSE,0.402,0.57,0,-10.899,"1",0.0362,0.00121,0.0406,0.123,0.355,114.264,"4",360.947,2,96,1990,FALSE,TRUE,FALSE,FALSE
"Whitesnake","The Deeper the Love","No",FALSE,0.58,0.564,9,-10.46,"1",0.0265,0.065,0.0498,0.105,0.319,104.909,"4",393.442,14,28,1990,TRUE,TRUE,FALSE,FALSE
"Whitesnake","Fool for Your Loving","No",FALSE,0.519,0.896,2,-8.166,"1",0.0325,9.41e-05,0.434,0.127,0.515,125.622,"4",266.803,22,37,1980,TRUE,FALSE,TRUE,TRUE
"Rappin' 4-Tay","Playaz Club","No",TRUE,0.866,0.372,11,-12.75,"0",0.176,0.0105,0.00246,0.0779,0.646,99.956,"4",266.333,21,36,1994,TRUE,FALSE,TRUE,TRUE
"Jessica Simpson","Irresistible","No",FALSE,0.659,0.966,8,-2.783,"0",0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,"4",193.6,20,15,2001,FALSE,TRUE,TRUE,FALSE
"Jessica Simpson","These Boots Are Made for Walkin'","No",FALSE,0.778,0.789,11,-9.256,"1",0.123,0.0112,0.000645,0.273,0.755,91.994,"4",238.853,11,14,2005,FALSE,FALSE,TRUE,FALSE
"Molly Hatchet","Flirtin' with Disaster","No",FALSE,0.246,0.862,4,-5.191,"1",0.0527,0.000783,0.0147,0.172,0.678,180.244,"4",298.107,10,42,1980,TRUE,FALSE,FALSE,FALSE
"Montgomery Gentry","Hillbilly Shoes","No",FALSE,0.66,0.838,7,-6.157,"1",0.0354,0.0368,0.00309,0.197,0.721,115.935,"4",192.36,11,62,1999,TRUE,TRUE,FALSE,FALSE
"Ram Jam","Black Betty","No",FALSE,0.486,0.731,11,-8.789,"0",0.0924,0.00108,0.0011,0.162,0.831,117.022,"4",235.52,17,18,1977,FALSE,TRUE,TRUE,TRUE
"A Flock Of Seagulls","I Ran (So Far Away)","No",FALSE,0.486,0.859,2,-5.485,"1",0.0408,0.00163,0.65,0.178,0.563,146.14,"4",307.227,22,9,1982,FALSE,FALSE,TRUE,TRUE
"A Flock Of Seagulls","Wishing (If I Had a Photograph of You)","No",FALSE,0.522,0.776,1,-6.301,"1",0.0364,0.109,0.68,0.0726,0.769,120.248,"4",330.933,14,26,1983,FALSE,TRUE,TRUE,FALSE
"A Flock Of Seagulls","Space Age Love Song","No",FALSE,0.485,0.725,2,-5.011,"1",0.03,7.83e-05,0.0523,0.225,0.614,139.939,"4",226.827,18,30,1982,TRUE,FALSE,FALSE,TRUE
"A Flock Of Seagulls","The More You Live, The More You Love","No",FALSE,0.618,0.827,11,-6.797,"0",0.0351,0.00263,0.00337,0.438,0.774,139.524,"4",249.2,9,56,1984,FALSE,FALSE,TRUE,TRUE
"TQ","Westside","No",TRUE,0.685,0.62,4,-6.665,"0",0.0406,0.19,0,0.158,0.372,82.52,"4",304.733,16,12,1998,TRUE,FALSE,FALSE,TRUE
"Santana","Hold On","No",FALSE,0.671,0.516,7,-15.981,"0",0.0519,0.488,2.8e-05,0.138,0.711,124.699,"4",261.027,14,15,1982,FALSE,FALSE,TRUE,TRUE
"Santana","Nowhere to Run","No",FALSE,0.485,0.527,4,-15.904,"0",0.0362,0.028,0.0334,0.302,0.622,139.029,"4",244.227,8,66,1982,TRUE,FALSE,FALSE,TRUE
"Gretchen Wilson","All Jacked Up","No",FALSE,0.392,0.928,0,-3.702,"1",0.153,0.189,0,0.183,0.765,188.72,"3",212.52,11,42,2005,FALSE,FALSE,TRUE,TRUE
"Jimmy Reed","Found Love","No",FALSE,0.729,0.365,2,-13.143,"1",0.0375,0.936,0.131,0.0924,0.724,106.7,"4",138.8,3,88,1960,FALSE,TRUE,FALSE,FALSE
"Kenny Chesney","There Goes My Life","No",FALSE,0.577,0.483,4,-8.141,"1",0.0324,0.0337,6.22e-06,0.3,0.218,135.77,"4",302.667,20,29,2003,TRUE,FALSE,FALSE,TRUE
"Kenny Chesney","I Go Back","No",FALSE,0.532,0.842,5,-5.754,"1",0.0503,0.0409,0,0.217,0.67,90.187,"4",243.667,20,32,2004,FALSE,TRUE,TRUE,TRUE
"Kenny Chesney","The Woman with You","No",FALSE,0.553,0.653,7,-7.151,"1",0.0343,0.0754,5.23e-05,0.113,0.287,139.932,"4",270,17,33,2004,TRUE,FALSE,FALSE,TRUE
"Kenny Chesney","Anything But Mine","No",FALSE,0.505,0.53,4,-8.383,"1",0.0319,0.0289,0,0.0741,0.376,147.991,"4",324.467,20,48,2005,TRUE,TRUE,FALSE,FALSE
"Kenny Chesney","Keg in the Closet","No",FALSE,0.651,0.908,1,-6.367,"1",0.0468,0.00356,1.53e-05,0.0458,0.749,138.882,"4",213.493,10,64,2005,FALSE,TRUE,TRUE,FALSE
"Deep Purple","Kentucky Woman","No",FALSE,0.339,0.395,0,-10.561,"1",0.0346,0.0329,0.0029,0.25,0.275,170.776,"4",284.533,8,38,1968,FALSE,FALSE,FALSE,TRUE
"The Verve Pipe","The Freshmen","No",FALSE,0.571,0.505,1,-9.312,"0",0.0238,0.0757,1.04e-05,0.109,0.276,99.562,"4",269.467,42,5,1997,TRUE,TRUE,TRUE,TRUE
"Dave Matthews Band","Crush","No",FALSE,0.51,0.824,0,-4.647,"1",0.0509,0.31,8.32e-05,0.19,0.606,94.069,"4",488.76,16,75,1999,TRUE,TRUE,FALSE,FALSE
"Dave Matthews Band","The Space Between","No",FALSE,0.417,0.763,9,-4.901,"1",0.0357,0.136,0,0.178,0.192,170.278,"4",243.067,23,22,2001,FALSE,TRUE,TRUE,TRUE
"Dave Matthews Band","American Baby","No",FALSE,0.69,0.826,7,-3.863,"1",0.0357,0.00207,0.00217,0.045,0.832,120.755,"4",275.24,11,16,2005,FALSE,TRUE,TRUE,FALSE
"OutKast","Southernplayalisticadillacmuzik","No",TRUE,0.691,0.834,10,-5.802,"0",0.225,0.0161,0,0.0559,0.579,172.387,"4",317.507,10,74,1994,FALSE,FALSE,TRUE,FALSE
"OutKast","Player's Ball","No",TRUE,0.857,0.764,1,-6.304,"1",0.246,0.0398,0,0.425,0.578,93.071,"4",261.267,20,37,1994,TRUE,TRUE,TRUE,FALSE
"Alice Cooper","Hey Stoopid","No",FALSE,0.47,0.939,7,-7.782,"0",0.0599,0.00511,0.00101999999999999,0.51,0.3,129.896,"4",273.933,5,78,1991,FALSE,FALSE,TRUE,FALSE
"Carly Simon","That's The Way I've Always Heard It Should Be","No",FALSE,0.417,0.198,0,-13.175,"1",0.0283,0.906,0.000691,0.0895,0.237,70.761,"4",258.213,17,10,1971,FALSE,TRUE,TRUE,FALSE
"Carly Simon","Legend In Your Own Time","No",FALSE,0.609,0.346,9,-12.05,"0",0.027,0.811,0,0.144,0.5,102.441,"4",226.16,10,50,1972,TRUE,TRUE,FALSE,FALSE
"Carly Simon","Anticipation","No",FALSE,0.604,0.447,2,-9.401,"1",0.0281,0.725,0,0.0897,0.599,100.037,"4",201.627,13,13,1971,TRUE,FALSE,FALSE,TRUE
